33,1,1664.81
33,2,2397.53
33,3,2840.71
33,4,3547.29
33,5,3752.96
33,6,3714.74
33,7,4349.61
33,8,3566.34
33,9,5021.82
33,10,6423.48
33,11,7600.6
33,12,19756.21
33,13,2499.81
33,14,5198.24
33,15,7225.14
33,16,4806.03
33,17,5900.88
33,18,4951.34
33,19,6179.12
33,20,4752.15
33,21,5496.43
33,22,5835.1
33,23,12600.08
33,24,28541.72
33,25,4717.02
33,26,5702.63
33,27,9957.58
33,28,5304.78
33,29,6492.43
33,30,6630.8
33,31,7349.62
33,32,8176.62
33,33,8573.17
33,34,9690.5
33,35,15151.84
33,36,34061.01
33,37,5921.1
33,38,5814.58
33,39,12421.25
33,40,6369.77
33,41,7609.12
33,42,7224.75
33,43,8121.22
33,44,7979.25
33,45,8093.06
33,46,8476.7
33,47,17914.66
33,48,30114.41
33,49,4826.64
33,50,6470.23
33,51,9638.77
33,52,8821.17
33,53,8722.37
33,54,10209.48
33,55,11276.55
33,56,12552.22
33,57,11637.39
33,58,13606.89
33,59,21822.11
33,60,45060.69
33,61,7615.03
33,62,9849.69
33,63,14558.4
33,64,11587.33
33,65,9332.56
33,66,13082.09
33,67,16732.78
33,68,19888.61
33,69,23933.38
33,70,25391.35
33,71,36024.8
33,72,80721.71
33,73,10243.24
33,74,11266.88
33,75,21826.84
33,76,17357.33
33,77,15997.79
33,78,18601.53
33,79,26155.15
33,80,28586.52
33,81,30505.41
33,82,30821.33
33,83,46634.38
33,84,104660.67
39,1,1664.81
39,2,2397.53
39,3,2840.71
39,4,3547.29
39,5,3752.96
39,6,3714.74
39,7,4349.61
39,8,3566.34
39,9,5021.82
39,10,6423.48
39,11,7600.6
39,12,19756.21
39,13,2499.81
39,14,5198.24
39,15,7225.14
39,16,4806.03
39,17,5900.88
39,18,4951.34
39,19,6179.12
39,20,4752.15
39,21,5496.43
39,22,5835.1
39,23,12600.08
39,24,28541.72
39,25,4717.02
39,26,5702.63
39,27,9957.58
39,28,5304.78
39,29,6492.43
39,30,6630.8
39,31,7349.62
39,32,8176.62
39,33,8573.17
39,34,9690.5
39,35,15151.84
39,36,34061.01
39,37,5921.1
39,38,5814.58
39,39,12421.25
39,40,6369.77
39,41,7609.12
39,42,7224.75
39,43,8121.22
39,44,7979.25
39,45,8093.06
39,46,8476.7
39,47,17914.66
39,48,30114.41
39,49,4826.64
39,50,6470.23
39,51,9638.77
39,52,8821.17
39,53,8722.37
39,54,10209.48
39,55,11276.55
39,56,12552.22
39,57,11637.39
39,58,13606.89
39,59,21822.11
39,60,45060.69
39,61,7615.03
39,62,9849.69
39,63,14558.4
39,64,11587.33
39,65,9332.56
39,66,13082.09
39,67,16732.78
39,68,19888.61
39,69,23933.38
39,70,25391.35
39,71,36024.8
39,72,80721.71
39,73,10243.24
39,74,11266.88
39,75,21826.84
39,76,17357.33
39,77,15997.79
39,78,18601.53
39,79,26155.15
39,80,28586.52
39,81,30505.41
39,82,30821.33
39,83,46634.38
39,84,104660.67
