"id","name","period","stockprice"
"1","ibm","1961-05-17 00:00:00.000000","460.0"
"1","ibm","1961-05-18 00:00:00.000000","457.0"
"1","ibm","1961-05-19 00:00:00.000000","452.0"
"1","ibm","1961-05-22 00:00:00.000000","459.0"
"1","ibm","1961-05-23 00:00:00.000000","462.0"
"1","ibm","1961-05-24 00:00:00.000000","459.0"
"1","ibm","1961-05-25 00:00:00.000000","463.0"
"1","ibm","1961-05-26 00:00:00.000000","479.0"
"1","ibm","1961-05-29 00:00:00.000000","493.0"
"1","ibm","1961-05-31 00:00:00.000000","490.0"
"1","ibm","1961-06-01 00:00:00.000000","492.0"
"1","ibm","1961-06-02 00:00:00.000000","498.0"
"1","ibm","1961-06-05 00:00:00.000000","499.0"
"1","ibm","1961-06-06 00:00:00.000000","497.0"
"1","ibm","1961-06-07 00:00:00.000000","496.0"
"1","ibm","1961-06-08 00:00:00.000000","490.0"
"1","ibm","1961-06-09 00:00:00.000000","489.0"
"1","ibm","1961-06-12 00:00:00.000000","478.0"
"1","ibm","1961-06-13 00:00:00.000000","487.0"
"1","ibm","1961-06-14 00:00:00.000000","491.0"
"1","ibm","1961-06-15 00:00:00.000000","487.0"
"1","ibm","1961-06-16 00:00:00.000000","482.0"
"1","ibm","1961-06-19 00:00:00.000000","479.0"
"1","ibm","1961-06-20 00:00:00.000000","478.0"
"1","ibm","1961-06-21 00:00:00.000000","479.0"
"1","ibm","1961-06-22 00:00:00.000000","477.0"
"1","ibm","1961-06-23 00:00:00.000000","479.0"
"1","ibm","1961-06-26 00:00:00.000000","475.0"
"1","ibm","1961-06-27 00:00:00.000000","479.0"
"1","ibm","1961-06-28 00:00:00.000000","476.0"
"1","ibm","1961-06-29 00:00:00.000000","476.0"
"1","ibm","1961-06-30 00:00:00.000000","478.0"
"1","ibm","1961-07-03 00:00:00.000000","479.0"
"1","ibm","1961-07-05 00:00:00.000000","477.0"
"1","ibm","1961-07-06 00:00:00.000000","476.0"
"1","ibm","1961-07-07 00:00:00.000000","475.0"
"1","ibm","1961-07-10 00:00:00.000000","475.0"
"1","ibm","1961-07-11 00:00:00.000000","473.0"
"1","ibm","1961-07-12 00:00:00.000000","474.0"
"1","ibm","1961-07-13 00:00:00.000000","474.0"
"1","ibm","1961-07-14 00:00:00.000000","474.0"
"1","ibm","1961-07-17 00:00:00.000000","465.0"
"1","ibm","1961-07-18 00:00:00.000000","466.0"
"1","ibm","1961-07-19 00:00:00.000000","467.0"
"1","ibm","1961-07-20 00:00:00.000000","471.0"
"1","ibm","1961-07-21 00:00:00.000000","471.0"
"1","ibm","1961-07-24 00:00:00.000000","467.0"
"1","ibm","1961-07-25 00:00:00.000000","473.0"
"1","ibm","1961-07-26 00:00:00.000000","481.0"
"1","ibm","1961-07-27 00:00:00.000000","488.0"
"1","ibm","1961-07-28 00:00:00.000000","490.0"
"1","ibm","1961-07-31 00:00:00.000000","489.0"
"1","ibm","1961-08-01 00:00:00.000000","489.0"
"1","ibm","1961-08-02 00:00:00.000000","485.0"
"1","ibm","1961-08-03 00:00:00.000000","491.0"
"1","ibm","1961-08-04 00:00:00.000000","492.0"
"1","ibm","1961-08-07 00:00:00.000000","494.0"
"1","ibm","1961-08-08 00:00:00.000000","499.0"
"1","ibm","1961-08-09 00:00:00.000000","498.0"
"1","ibm","1961-08-10 00:00:00.000000","500.0"
"1","ibm","1961-08-11 00:00:00.000000","497.0"
"1","ibm","1961-08-14 00:00:00.000000","494.0"
"1","ibm","1961-08-15 00:00:00.000000","495.0"
"1","ibm","1961-08-16 00:00:00.000000","500.0"
"1","ibm","1961-08-17 00:00:00.000000","504.0"
"1","ibm","1961-08-18 00:00:00.000000","513.0"
"1","ibm","1961-08-21 00:00:00.000000","511.0"
"1","ibm","1961-08-22 00:00:00.000000","514.0"
"1","ibm","1961-08-23 00:00:00.000000","510.0"
"1","ibm","1961-08-24 00:00:00.000000","509.0"
"1","ibm","1961-08-25 00:00:00.000000","515.0"
"1","ibm","1961-08-28 00:00:00.000000","519.0"
"1","ibm","1961-08-29 00:00:00.000000","523.0"
"1","ibm","1961-08-30 00:00:00.000000","519.0"
"1","ibm","1961-08-31 00:00:00.000000","523.0"
"1","ibm","1961-09-01 00:00:00.000000","531.0"
"1","ibm","1961-09-05 00:00:00.000000","547.0"
"1","ibm","1961-09-06 00:00:00.000000","551.0"
"1","ibm","1961-09-07 00:00:00.000000","547.0"
"1","ibm","1961-09-08 00:00:00.000000","541.0"
"1","ibm","1961-09-11 00:00:00.000000","545.0"
"1","ibm","1961-09-12 00:00:00.000000","549.0"
"1","ibm","1961-09-13 00:00:00.000000","545.0"
"1","ibm","1961-09-14 00:00:00.000000","549.0"
"1","ibm","1961-09-15 00:00:00.000000","547.0"
"1","ibm","1961-09-18 00:00:00.000000","543.0"
"1","ibm","1961-09-19 00:00:00.000000","540.0"
"1","ibm","1961-09-20 00:00:00.000000","539.0"
"1","ibm","1961-09-21 00:00:00.000000","532.0"
"1","ibm","1961-09-22 00:00:00.000000","517.0"
"1","ibm","1961-09-25 00:00:00.000000","527.0"
"1","ibm","1961-09-26 00:00:00.000000","540.0"
"1","ibm","1961-09-27 00:00:00.000000","542.0"
"1","ibm","1961-09-28 00:00:00.000000","538.0"
"1","ibm","1961-09-29 00:00:00.000000","541.0"
"1","ibm","1961-10-02 00:00:00.000000","541.0"
"1","ibm","1961-10-03 00:00:00.000000","547.0"
"1","ibm","1961-10-04 00:00:00.000000","553.0"
"1","ibm","1961-10-05 00:00:00.000000","559.0"
"1","ibm","1961-10-06 00:00:00.000000","557.0"
"1","ibm","1961-10-10 00:00:00.000000","557.0"
"1","ibm","1961-10-11 00:00:00.000000","560.0"
"1","ibm","1961-10-12 00:00:00.000000","571.0"
"1","ibm","1961-10-13 00:00:00.000000","571.0"
"1","ibm","1961-10-16 00:00:00.000000","569.0"
"1","ibm","1961-10-17 00:00:00.000000","575.0"
"1","ibm","1961-10-18 00:00:00.000000","580.0"
"1","ibm","1961-10-19 00:00:00.000000","584.0"
"1","ibm","1961-10-20 00:00:00.000000","585.0"
"1","ibm","1961-10-23 00:00:00.000000","590.0"
"1","ibm","1961-10-24 00:00:00.000000","599.0"
"1","ibm","1961-10-25 00:00:00.000000","603.0"
"1","ibm","1961-10-26 00:00:00.000000","599.0"
"1","ibm","1961-10-27 00:00:00.000000","596.0"
"1","ibm","1961-10-30 00:00:00.000000","585.0"
"1","ibm","1961-10-31 00:00:00.000000","587.0"
"1","ibm","1961-11-01 00:00:00.000000","585.0"
"1","ibm","1961-11-02 00:00:00.000000","581.0"
"1","ibm","1961-11-03 00:00:00.000000","583.0"
"1","ibm","1961-11-06 00:00:00.000000","592.0"
"1","ibm","1961-11-07 00:00:00.000000","592.0"
"1","ibm","1961-11-08 00:00:00.000000","596.0"
"1","ibm","1961-11-09 00:00:00.000000","596.0"
"1","ibm","1961-11-13 00:00:00.000000","595.0"
"1","ibm","1961-11-14 00:00:00.000000","598.0"
"1","ibm","1961-11-15 00:00:00.000000","598.0"
"1","ibm","1961-11-16 00:00:00.000000","595.0"
"1","ibm","1961-11-17 00:00:00.000000","595.0"
"1","ibm","1961-11-20 00:00:00.000000","592.0"
"1","ibm","1961-11-21 00:00:00.000000","588.0"
"1","ibm","1961-11-22 00:00:00.000000","582.0"
"1","ibm","1961-11-24 00:00:00.000000","576.0"
"1","ibm","1961-11-27 00:00:00.000000","578.0"
"1","ibm","1961-11-28 00:00:00.000000","589.0"
"1","ibm","1961-11-29 00:00:00.000000","585.0"
"1","ibm","1961-11-30 00:00:00.000000","580.0"
"1","ibm","1961-12-01 00:00:00.000000","579.0"
"1","ibm","1961-12-04 00:00:00.000000","584.0"
"1","ibm","1961-12-05 00:00:00.000000","581.0"
"1","ibm","1961-12-06 00:00:00.000000","581.0"
"1","ibm","1961-12-07 00:00:00.000000","577.0"
"1","ibm","1961-12-08 00:00:00.000000","577.0"
"1","ibm","1961-12-11 00:00:00.000000","578.0"
"1","ibm","1961-12-12 00:00:00.000000","580.0"
"1","ibm","1961-12-13 00:00:00.000000","586.0"
"1","ibm","1961-12-14 00:00:00.000000","583.0"
"1","ibm","1961-12-15 00:00:00.000000","581.0"
"1","ibm","1961-12-18 00:00:00.000000","576.0"
"1","ibm","1961-12-19 00:00:00.000000","571.0"
"1","ibm","1961-12-20 00:00:00.000000","575.0"
"1","ibm","1961-12-21 00:00:00.000000","575.0"
"1","ibm","1961-12-22 00:00:00.000000","573.0"
"1","ibm","1961-12-26 00:00:00.000000","577.0"
"1","ibm","1961-12-27 00:00:00.000000","582.0"
"1","ibm","1961-12-28 00:00:00.000000","584.0"
"1","ibm","1961-12-29 00:00:00.000000","579.0"
"1","ibm","1962-01-02 00:00:00.000000","572.0"
"1","ibm","1962-01-03 00:00:00.000000","577.0"
"1","ibm","1962-01-04 00:00:00.000000","571.0"
"1","ibm","1962-01-05 00:00:00.000000","560.0"
"1","ibm","1962-01-08 00:00:00.000000","549.0"
"1","ibm","1962-01-09 00:00:00.000000","556.0"
"1","ibm","1962-01-10 00:00:00.000000","557.0"
"1","ibm","1962-01-11 00:00:00.000000","563.0"
"1","ibm","1962-01-12 00:00:00.000000","564.0"
"1","ibm","1962-01-15 00:00:00.000000","567.0"
"1","ibm","1962-01-16 00:00:00.000000","561.0"
"1","ibm","1962-01-17 00:00:00.000000","559.0"
"1","ibm","1962-01-18 00:00:00.000000","553.0"
"1","ibm","1962-01-19 00:00:00.000000","553.0"
"1","ibm","1962-01-22 00:00:00.000000","553.0"
"1","ibm","1962-01-23 00:00:00.000000","547.0"
"1","ibm","1962-01-24 00:00:00.000000","550.0"
"1","ibm","1962-01-25 00:00:00.000000","544.0"
"1","ibm","1962-01-26 00:00:00.000000","541.0"
"1","ibm","1962-01-29 00:00:00.000000","532.0"
"1","ibm","1962-01-30 00:00:00.000000","525.0"
"1","ibm","1962-01-31 00:00:00.000000","542.0"
"1","ibm","1962-02-01 00:00:00.000000","555.0"
"1","ibm","1962-02-02 00:00:00.000000","558.0"
"1","ibm","1962-02-05 00:00:00.000000","551.0"
"1","ibm","1962-02-06 00:00:00.000000","551.0"
"1","ibm","1962-02-07 00:00:00.000000","552.0"
"1","ibm","1962-02-08 00:00:00.000000","553.0"
"1","ibm","1962-02-09 00:00:00.000000","557.0"
"1","ibm","1962-02-12 00:00:00.000000","557.0"
"1","ibm","1962-02-13 00:00:00.000000","548.0"
"1","ibm","1962-02-14 00:00:00.000000","547.0"
"1","ibm","1962-02-15 00:00:00.000000","545.0"
"1","ibm","1962-02-16 00:00:00.000000","545.0"
"1","ibm","1962-02-19 00:00:00.000000","539.0"
"1","ibm","1962-02-20 00:00:00.000000","539.0"
"1","ibm","1962-02-21 00:00:00.000000","535.0"
"1","ibm","1962-02-23 00:00:00.000000","537.0"
"1","ibm","1962-02-26 00:00:00.000000","535.0"
"1","ibm","1962-02-27 00:00:00.000000","536.0"
"1","ibm","1962-02-28 00:00:00.000000","537.0"
"1","ibm","1962-03-01 00:00:00.000000","543.0"
"1","ibm","1962-03-02 00:00:00.000000","548.0"
"1","ibm","1962-03-05 00:00:00.000000","546.0"
"1","ibm","1962-03-06 00:00:00.000000","547.0"
"1","ibm","1962-03-07 00:00:00.000000","548.0"
"1","ibm","1962-03-08 00:00:00.000000","549.0"
"1","ibm","1962-03-09 00:00:00.000000","553.0"
"1","ibm","1962-03-12 00:00:00.000000","553.0"
"1","ibm","1962-03-13 00:00:00.000000","552.0"
"1","ibm","1962-03-14 00:00:00.000000","551.0"
"1","ibm","1962-03-15 00:00:00.000000","550.0"
"1","ibm","1962-03-16 00:00:00.000000","553.0"
"1","ibm","1962-03-19 00:00:00.000000","554.0"
"1","ibm","1962-03-20 00:00:00.000000","551.0"
"1","ibm","1962-03-21 00:00:00.000000","551.0"
